trip_id,month,season,zone_id,zone_name,latitude,longitude,origin_harbour_id,distance_from_port_km,species,species_suitable_for_zone,gear_type,boat_type,trip_duration_hours,hour_of_day,sea_surface_temperature_c,chlorophyll_mg_m3,wave_height_m,wind_speed_kmh,wind_direction,rainfall_mm,zone_yield_score,fishing_effort_vessels,demand,catch_kg,market_price_per_kg,fuel_cost_inr,transport_cost_inr
DEMO-04481,5,pre_monsoon,PFZ-04,Coromandel South (Pondicherry Offshore),11.8468,80.23,HBR-CHN,133.6,Mackerel,0,Hook & Line,Mechanized Trawler,15.9,18,30.52,0.59,1.36,12.8,S,1.6,72,6,High,67.9,286.96,4489.0,868.0
DEMO-04482,6,monsoon,PFZ-07,Ratnagiri Deep Shelf,16.886,72.8863,HBR-MNG,487.2,Mackerel,1,Gillnet,Mechanized Trawler,16.5,7,28.22,1.15,1.96,19.9,NW,1.3,78,7,High,94.7,277.69,16370.0,3167.0
DEMO-04483,2,pre_monsoon,PFZ-03,Wadge Bank Special Zone,7.8946,77.1755,HBR-TUT,140.1,Tuna,1,Longline,Mechanized Trawler,10.9,18,27.7,2.16,1.16,11.3,W,1.2,98,11,High,172.4,391.2,4707.0,911.0
DEMO-04484,5,pre_monsoon,PFZ-01,Kochi Deep Offshore (Malabar),9.7801,75.6233,HBR-KOC,83.2,Mackerel,1,Hook & Line,Mechanized Trawler,11.9,18,28.51,2.23,1.28,6.6,E,1.2,94,3,High,155.4,293.75,2796.0,541.0
DEMO-04485,11,post_monsoon,PFZ-07,Ratnagiri Deep Shelf,16.8421,72.8824,HBR-MNG,493.0,Mackerel,1,Hook & Line,Mechanized Trawler,15.7,18,28.29,0.79,0.98,25.8,NE,17.4,78,2,High,54.3,274.63,16565.0,3204.0
DEMO-04486,4,pre_monsoon,PFZ-07,Ratnagiri Deep Shelf,16.9184,72.8215,HBR-MNG,515.4,Mackerel,1,Longline,Mechanized Trawler,10.3,18,28.49,1.06,1.11,11.5,W,1.7,78,1,High,137.9,317.4,17317.0,3350.0
DEMO-04487,5,pre_monsoon,PFZ-05,Visakhapatnam Deep Front,17.553,83.7427,HBR-VSK,50.7,Tuna,1,Hook & Line,Mechanized Trawler,11.7,10,28.97,1.62,0.97,10.6,NE,21.6,87,1,High,47.6,354.46,1704.0,330.0
DEMO-04488,12,post_monsoon,PFZ-07,Ratnagiri Deep Shelf,16.8278,72.7941,HBR-MNG,562.5,Sardine,0,Longline,Mechanized Trawler,17.8,17,29.02,1.65,0.61,21.0,S,24.1,78,8,Medium,199.5,134.15,18900.0,3656.0
DEMO-04489,10,post_monsoon,PFZ-07,Ratnagiri Deep Shelf,16.8409,72.8704,HBR-MNG,551.5,Mackerel,1,Trawl,Mechanized Trawler,14.2,7,28.29,1.11,0.36,17.5,SE,2.4,78,3,High,246.1,248.73,18530.0,3585.0
DEMO-04490,3,pre_monsoon,PFZ-05,Visakhapatnam Deep Front,17.475,83.6556,HBR-VSK,50.7,Tuna,1,Gillnet,Mechanized Trawler,18.0,17,28.74,1.3,1.9,13.2,E,3.6,87,5,High,96.2,376.73,1704.0,330.0
DEMO-04491,5,pre_monsoon,PFZ-03,Wadge Bank Special Zone,7.9062,77.1502,HBR-TUT,166.8,Tuna,1,Trawl,Mechanized Trawler,16.9,16,27.61,2.19,0.93,20.5,SE,10.9,98,10,High,194.7,367.97,5604.0,1084.0
DEMO-04492,7,monsoon,PFZ-04,Coromandel South (Pondicherry Offshore),11.7956,80.1373,HBR-CHN,137.0,Sardine,0,Gillnet,Mechanized Trawler,16.0,11,29.1,1.63,1.38,18.7,NW,4.4,72,6,Medium,170.5,155.1,4603.0,890.0
DEMO-04493,4,pre_monsoon,PFZ-04,Coromandel South (Pondicherry Offshore),11.8806,80.212,HBR-CHN,133.2,Kingfish,0,Longline,Mechanized Trawler,13.2,8,29.92,1.1,0.98,18.0,N,1.8,72,9,Medium,44.5,523.61,4476.0,866.0
DEMO-04494,5,pre_monsoon,PFZ-06,Veraval Saurashtra Bank,20.5765,70.1164,HBR-VER,39.2,Pomfret,1,Gillnet,Motorized,5.9,6,28.04,2.28,0.82,13.7,NE,11.0,91,9,High,30.5,797.48,823.0,255.0
DEMO-04495,12,post_monsoon,PFZ-02,Mangaluru Shelf Front,12.7242,74.2615,HBR-MNG,61.0,Kingfish,1,Gillnet,Mechanized Trawler,12.3,18,28.52,1.37,1.2,10.2,W,3.9,89,8,Medium,63.5,481.08,2050.0,396.0
DEMO-04496,9,monsoon,PFZ-07,Ratnagiri Deep Shelf,16.8727,72.9177,HBR-MNG,463.7,Tuna,0,Longline,Mechanized Trawler,14.3,10,27.94,1.46,1.94,29.4,SE,18.8,78,7,High,41.1,310.06,15580.0,3014.0
DEMO-04497,9,monsoon,PFZ-04,Coromandel South (Pondicherry Offshore),11.8177,80.2373,HBR-CHN,140.4,Kingfish,0,Ring Seine,Mechanized Trawler,13.4,14,29.14,1.65,1.67,33.8,E,13.3,72,3,Medium,32.9,448.68,4717.0,913.0
DEMO-04498,8,monsoon,PFZ-01,Kochi Deep Offshore (Malabar),9.8983,75.6797,HBR-KOC,78.4,Mackerel,1,Hook & Line,Mechanized Trawler,16.3,11,29.18,2.25,1.88,12.6,SW,4.5,94,7,High,68.8,257.93,2634.0,510.0
DEMO-04499,8,monsoon,PFZ-05,Visakhapatnam Deep Front,17.4621,83.746,HBR-VSK,53.7,Tuna,1,Trawl,Mechanized Trawler,14.7,7,28.83,1.46,1.78,27.6,SE,4.5,87,11,High,100.6,321.96,1804.0,349.0
DEMO-04500,1,post_monsoon,PFZ-03,Wadge Bank Special Zone,7.8064,77.2186,HBR-TUT,161.4,Mackerel,0,Hook & Line,Mechanized Trawler,7.1,18,26.61,2.08,1.36,11.2,S,0.5,98,15,High,64.2,297.24,5423.0,1049.0
DEMO-04501,11,post_monsoon,PFZ-02,Mangaluru Shelf Front,12.7775,74.3781,HBR-MNG,59.5,Kingfish,1,Hook & Line,Mechanized Trawler,17.5,19,29.14,1.54,0.92,13.6,N,16.0,89,3,Medium,42.8,442.36,1999.0,387.0
DEMO-04502,8,monsoon,PFZ-07,Ratnagiri Deep Shelf,16.8045,72.8694,HBR-MNG,561.6,Pomfret,0,Ring Seine,Mechanized Trawler,6.7,19,28.04,0.94,1.7,22.2,N,3.2,78,5,High,27.5,724.58,18870.0,3650.0
DEMO-04503,10,post_monsoon,PFZ-04,Coromandel South (Pondicherry Offshore),11.9246,80.222,HBR-CHN,155.1,Pomfret,0,Ring Seine,Mechanized Trawler,14.4,10,27.81,0.84,1.24,15.0,N,0.4,72,1,High,44.4,713.7,5211.0,1008.0
DEMO-04504,7,monsoon,PFZ-01,Kochi Deep Offshore (Malabar),9.8242,75.5383,HBR-KOC,83.5,Tuna,1,Ring Seine,Mechanized Trawler,9.4,4,28.28,2.09,1.64,19.3,S,5.6,94,8,High,158.2,345.88,2806.0,543.0
DEMO-04505,5,pre_monsoon,PFZ-06,Veraval Saurashtra Bank,20.5909,70.128,HBR-VER,37.6,Tuna,0,Longline,Motorized,5.1,18,27.95,1.89,0.6,10.7,SE,0.6,91,7,High,98.2,355.67,790.0,244.0
DEMO-04506,11,post_monsoon,PFZ-02,Mangaluru Shelf Front,12.708,74.2234,HBR-MNG,54.3,Sardine,0,Longline,Mechanized Trawler,18.2,17,28.69,1.56,1.0,18.0,NW,20.4,89,6,Medium,168.9,153.71,1824.0,353.0
DEMO-04507,11,post_monsoon,PFZ-07,Ratnagiri Deep Shelf,16.8085,72.9172,HBR-MNG,460.6,Mackerel,1,Longline,Mechanized Trawler,15.4,16,30.01,1.35,0.2,17.3,NW,8.3,78,1,High,147.3,243.24,15476.0,2994.0
DEMO-04508,12,post_monsoon,PFZ-01,Kochi Deep Offshore (Malabar),9.8452,75.6723,HBR-KOC,69.5,Mackerel,1,Trawl,Mechanized Trawler,13.2,6,28.74,2.57,2.63,23.3,E,3.0,94,13,High,120.7,262.16,2335.0,452.0
DEMO-04509,3,pre_monsoon,PFZ-06,Veraval Saurashtra Bank,20.5999,70.2265,HBR-VER,38.8,Pomfret,1,Trawl,Motorized,3.9,16,28.28,1.82,1.35,9.4,NE,15.6,91,6,High,15.3,812.53,815.0,252.0
DEMO-04510,6,monsoon,PFZ-01,Kochi Deep Offshore (Malabar),9.9061,75.6419,HBR-KOC,75.4,Sardine,1,Hook & Line,Mechanized Trawler,13.9,5,29.26,1.74,2.47,27.7,E,7.1,94,16,Medium,58.2,152.15,2533.0,490.0
DEMO-04511,2,pre_monsoon,PFZ-02,Mangaluru Shelf Front,12.7569,74.2828,HBR-MNG,67.4,Kingfish,1,Trawl,Mechanized Trawler,13.6,6,28.87,0.93,1.59,12.9,S,9.3,89,5,Medium,62.2,497.39,2265.0,438.0
DEMO-04512,6,monsoon,PFZ-06,Veraval Saurashtra Bank,20.653,70.1807,HBR-VER,40.3,Pomfret,1,Hook & Line,Motorized,5.0,12,28.05,1.88,1.92,22.4,SW,9.1,91,6,High,5.6,817.03,846.0,262.0
DEMO-04513,4,pre_monsoon,PFZ-03,Wadge Bank Special Zone,7.9208,77.2736,HBR-TUT,151.4,Tuna,1,Hook & Line,Mechanized Trawler,13.6,18,28.34,2.21,1.22,14.3,NW,5.8,98,8,High,88.1,349.25,5087.0,984.0
DEMO-04514,8,monsoon,PFZ-02,Mangaluru Shelf Front,12.679,74.2562,HBR-MNG,65.4,Kingfish,1,Trawl,Mechanized Trawler,10.7,5,28.05,1.14,2.12,24.3,SE,11.9,89,9,Medium,29.2,433.49,2197.0,425.0
DEMO-04515,12,post_monsoon,PFZ-02,Mangaluru Shelf Front,12.7618,74.3295,HBR-MNG,58.2,Tuna,0,Trawl,Mechanized Trawler,16.7,17,27.84,1.53,1.3,22.6,SW,8.0,89,3,High,159.4,354.3,1956.0,378.0
DEMO-04516,11,post_monsoon,PFZ-07,Ratnagiri Deep Shelf,16.9185,72.814,HBR-MNG,491.1,Mackerel,1,Ring Seine,Mechanized Trawler,9.7,4,28.98,1.47,1.18,9.2,SE,10.2,78,1,High,220.1,258.87,16501.0,3192.0
DEMO-04517,10,post_monsoon,PFZ-04,Coromandel South (Pondicherry Offshore),11.8594,80.2686,HBR-CHN,150.8,Kingfish,0,Gillnet,Mechanized Trawler,14.1,18,28.65,0.74,1.21,12.1,NW,1.3,72,7,Medium,63.1,441.71,5067.0,980.0
DEMO-04518,3,pre_monsoon,PFZ-06,Veraval Saurashtra Bank,20.6743,70.0973,HBR-VER,37.9,Pomfret,1,Gillnet,Motorized,9.9,13,28.89,1.33,0.49,9.5,NW,1.2,91,10,High,29.5,837.17,796.0,246.0
DEMO-04519,6,monsoon,PFZ-06,Veraval Saurashtra Bank,20.6926,70.1814,HBR-VER,38.1,Pomfret,1,Gillnet,Mechanized Trawler,15.4,5,28.08,1.66,1.83,29.2,W,15.1,91,8,High,17.0,839.76,1280.0,248.0
DEMO-04520,5,pre_monsoon,PFZ-07,Ratnagiri Deep Shelf,16.8489,72.8597,HBR-MNG,541.6,Mackerel,1,Longline,Mechanized Trawler,12.8,10,28.75,1.53,0.8,16.5,E,2.8,78,7,High,95.2,284.4,18198.0,3520.0
DEMO-04521,7,monsoon,PFZ-06,Veraval Saurashtra Bank,20.5713,70.1469,HBR-VER,34.6,Pomfret,1,Gillnet,Motorized,10.9,5,28.18,1.62,1.74,16.5,W,3.9,91,8,High,26.2,730.75,727.0,225.0
DEMO-04522,5,pre_monsoon,PFZ-02,Mangaluru Shelf Front,12.7533,74.3663,HBR-MNG,62.4,Kingfish,1,Trawl,Mechanized Trawler,10.6,8,28.15,1.54,0.73,18.1,E,0.1,89,5,Medium,86.4,450.75,2097.0,406.0
DEMO-04523,12,post_monsoon,PFZ-03,Wadge Bank Special Zone,7.8129,77.2291,HBR-TUT,141.2,Tuna,1,Ring Seine,Mechanized Trawler,17.4,18,28.02,2.76,1.1,11.2,SW,5.6,98,9,High,296.6,347.04,4744.0,918.0
DEMO-04524,12,post_monsoon,PFZ-05,Visakhapatnam Deep Front,17.5696,83.75,HBR-VSK,53.3,Tuna,1,Longline,Mechanized Trawler,10.2,4,28.1,1.61,0.3,14.3,SW,0.2,87,3,High,170.0,373.3,1791.0,346.0
DEMO-04525,7,monsoon,PFZ-01,Kochi Deep Offshore (Malabar),9.8001,75.592,HBR-KOC,78.5,Tuna,1,Hook & Line,Mechanized Trawler,12.8,16,28.52,1.69,1.45,20.9,NW,0.7,94,7,High,52.4,344.36,2638.0,510.0
DEMO-04526,4,pre_monsoon,PFZ-06,Veraval Saurashtra Bank,20.6999,70.208,HBR-VER,38.2,Pomfret,1,Ring Seine,Mechanized Trawler,9.9,13,28.33,2.31,1.9,21.3,W,1.2,91,10,High,24.4,753.81,1284.0,248.0
DEMO-04527,6,monsoon,PFZ-02,Mangaluru Shelf Front,12.6933,74.3054,HBR-MNG,57.8,Kingfish,1,Gillnet,Mechanized Trawler,15.2,6,27.89,1.24,2.32,31.3,E,28.2,89,7,Medium,21.2,472.29,1942.0,376.0
DEMO-04528,11,post_monsoon,PFZ-03,Wadge Bank Special Zone,7.901,77.1811,HBR-TUT,160.8,Tuna,1,Trawl,Mechanized Trawler,17.0,19,27.29,2.29,1.0,19.8,SW,28.5,98,8,High,154.8,335.21,5403.0,1045.0
DEMO-04529,9,monsoon,PFZ-01,Kochi Deep Offshore (Malabar),9.8097,75.6251,HBR-KOC,75.4,Kingfish,0,Longline,Mechanized Trawler,18.1,12,27.93,2.26,1.78,27.9,N,8.2,94,9,Medium,28.1,442.23,2533.0,490.0
DEMO-04530,9,monsoon,PFZ-06,Veraval Saurashtra Bank,20.633,70.2226,HBR-VER,32.4,Pomfret,1,Longline,Motorized,5.2,6,26.76,2.25,1.82,13.3,S,6.4,91,12,High,14.2,685.31,680.0,211.0
DEMO-04531,9,monsoon,PFZ-04,Coromandel South (Pondicherry Offshore),11.8798,80.1477,HBR-CHN,161.3,Kingfish,0,Trawl,Mechanized Trawler,14.9,9,28.79,1.0,2.54,22.6,E,11.6,72,7,Medium,23.1,420.57,5420.0,1048.0
DEMO-04532,12,post_monsoon,PFZ-02,Mangaluru Shelf Front,12.7997,74.2969,HBR-MNG,60.1,Kingfish,1,Gillnet,Mechanized Trawler,13.0,12,27.19,0.95,2.08,25.5,SE,1.0,89,3,Medium,14.3,475.66,2019.0,391.0
DEMO-04533,12,post_monsoon,PFZ-03,Wadge Bank Special Zone,7.918,77.179,HBR-TUT,166.2,Tuna,1,Hook & Line,Mechanized Trawler,12.2,5,27.94,1.26,1.34,5.9,S,8.1,98,13,High,81.2,339.5,5584.0,1080.0
DEMO-04534,10,post_monsoon,PFZ-03,Wadge Bank Special Zone,7.869,77.2439,HBR-TUT,145.2,Tuna,1,Trawl,Mechanized Trawler,15.1,18,26.58,2.04,1.49,26.2,S,4.4,98,11,High,137.7,361.19,4879.0,944.0
DEMO-04535,6,monsoon,PFZ-05,Visakhapatnam Deep Front,17.4601,83.7598,HBR-VSK,46.1,Kingfish,0,Hook & Line,Mechanized Trawler,14.1,14,29.28,0.93,1.6,20.8,NE,3.2,87,1,Medium,18.9,532.17,1549.0,300.0
DEMO-04536,9,monsoon,PFZ-01,Kochi Deep Offshore (Malabar),9.835,75.6318,HBR-KOC,74.0,Mackerel,1,Ring Seine,Mechanized Trawler,16.6,10,27.65,1.98,1.92,23.2,SW,1.7,94,11,High,129.0,271.6,2486.0,481.0
DEMO-04537,8,monsoon,PFZ-02,Mangaluru Shelf Front,12.7322,74.2661,HBR-MNG,65.2,Kingfish,1,Hook & Line,Mechanized Trawler,16.1,5,27.36,1.14,1.46,32.1,NW,12.0,89,5,Medium,27.1,459.22,2191.0,424.0
DEMO-04538,8,monsoon,PFZ-02,Mangaluru Shelf Front,12.6865,74.2858,HBR-MNG,57.4,Kingfish,1,Longline,Mechanized Trawler,15.3,6,27.98,1.69,1.42,22.2,NE,19.0,89,3,Medium,42.1,415.13,1929.0,373.0
DEMO-04539,1,post_monsoon,PFZ-01,Kochi Deep Offshore (Malabar),9.9109,75.6606,HBR-KOC,73.7,Sardine,1,Trawl,Mechanized Trawler,14.2,4,28.83,1.63,0.69,14.9,W,0.6,94,8,Medium,429.2,175.83,2476.0,479.0
DEMO-04540,8,monsoon,PFZ-06,Veraval Saurashtra Bank,20.6118,70.1995,HBR-VER,38.5,Pomfret,1,Longline,Motorized,6.2,6,28.56,1.79,1.78,27.9,SE,6.4,91,11,High,11.2,727.35,808.0,250.0
DEMO-04541,8,monsoon,PFZ-07,Ratnagiri Deep Shelf,16.823,72.8895,HBR-MNG,557.0,Mackerel,1,Hook & Line,Mechanized Trawler,11.7,6,28.11,2.03,1.61,14.1,NW,15.5,78,6,High,57.8,262.29,18715.0,3620.0
DEMO-04542,7,monsoon,PFZ-05,Visakhapatnam Deep Front,17.5256,83.7655,HBR-VSK,51.6,Tuna,1,Gillnet,Mechanized Trawler,10.3,18,29.13,1.78,2.5,30.2,NE,1.5,87,5,High,39.7,340.98,1734.0,335.0
DEMO-04543,7,monsoon,PFZ-07,Ratnagiri Deep Shelf,16.831,72.7908,HBR-MNG,449.0,Mackerel,1,Hook & Line,Mechanized Trawler,14.6,4,28.32,0.75,1.41,17.6,NW,0.9,78,4,High,74.1,257.74,15086.0,2918.0
DEMO-04544,5,pre_monsoon,PFZ-03,Wadge Bank Special Zone,7.8726,77.2274,HBR-TUT,140.5,Mackerel,0,Trawl,Mechanized Trawler,12.8,5,26.99,1.91,1.26,14.1,W,18.4,98,16,High,194.4,271.53,4721.0,913.0
DEMO-04545,8,monsoon,PFZ-01,Kochi Deep Offshore (Malabar),9.92,75.6366,HBR-KOC,76.3,Mackerel,1,Trawl,Mechanized Trawler,16.3,6,28.18,1.94,2.07,30.8,E,0.5,94,11,High,120.9,252.3,2564.0,496.0
DEMO-04546,2,pre_monsoon,PFZ-03,Wadge Bank Special Zone,7.8308,77.2093,HBR-TUT,148.9,Tuna,1,Hook & Line,Mechanized Trawler,14.8,18,28.05,1.39,0.53,19.4,SE,11.4,98,15,High,77.6,385.71,5003.0,968.0
DEMO-04547,3,pre_monsoon,PFZ-01,Kochi Deep Offshore (Malabar),9.8652,75.6013,HBR-KOC,76.0,Sardine,1,Gillnet,Mechanized Trawler,12.6,5,28.72,2.3,0.72,13.3,SW,0.8,94,12,Medium,266.4,167.26,2554.0,494.0
DEMO-04548,9,monsoon,PFZ-01,Kochi Deep Offshore (Malabar),9.8833,75.5742,HBR-KOC,67.9,Mackerel,1,Gillnet,Mechanized Trawler,16.5,5,27.28,1.81,1.32,31.4,W,22.2,94,12,High,111.1,282.48,2281.0,441.0
DEMO-04549,3,pre_monsoon,PFZ-01,Kochi Deep Offshore (Malabar),9.8852,75.5661,HBR-KOC,69.1,Mackerel,1,Trawl,Mechanized Trawler,18.0,6,28.83,1.79,1.67,19.8,SW,9.7,94,9,High,174.7,290.84,2322.0,449.0
DEMO-04550,7,monsoon,PFZ-06,Veraval Saurashtra Bank,20.7043,70.0749,HBR-VER,37.0,Pomfret,1,Ring Seine,Mechanized Trawler,12.1,6,28.55,1.84,2.3,30.0,N,2.9,91,12,High,19.8,733.73,1243.0,240.0
DEMO-04551,11,post_monsoon,PFZ-07,Ratnagiri Deep Shelf,16.8285,72.9106,HBR-MNG,510.0,Mackerel,1,Longline,Mechanized Trawler,11.4,5,28.27,1.57,1.38,11.1,SW,2.3,78,1,High,155.2,260.88,17136.0,3315.0
DEMO-04552,5,pre_monsoon,PFZ-05,Visakhapatnam Deep Front,17.507,83.7261,HBR-VSK,54.0,Tuna,1,Gillnet,Mechanized Trawler,15.6,14,29.65,2.09,1.35,7.8,N,22.8,87,4,High,110.9,412.04,1814.0,351.0
DEMO-04553,1,post_monsoon,PFZ-07,Ratnagiri Deep Shelf,16.8443,72.8425,HBR-MNG,491.5,Mackerel,1,Ring Seine,Mechanized Trawler,15.8,18,28.01,1.75,1.04,19.0,E,2.8,78,1,High,210.4,279.35,16514.0,3195.0
DEMO-04554,1,post_monsoon,PFZ-01,Kochi Deep Offshore (Malabar),9.8349,75.6683,HBR-KOC,66.1,Mackerel,1,Ring Seine,Mechanized Trawler,14.0,4,28.41,2.01,1.26,20.8,S,0.3,94,9,High,172.2,281.31,2221.0,430.0
DEMO-04555,7,monsoon,PFZ-06,Veraval Saurashtra Bank,20.6724,70.0855,HBR-VER,35.7,Sardine,0,Hook & Line,Motorized,12.2,7,27.81,1.74,1.83,25.7,W,6.7,91,9,Medium,43.9,155.65,750.0,232.0
DEMO-04556,6,monsoon,PFZ-01,Kochi Deep Offshore (Malabar),9.8504,75.5743,HBR-KOC,82.3,Sardine,1,Longline,Mechanized Trawler,13.0,5,28.01,2.06,1.77,26.9,SE,0.0,94,9,Medium,144.7,169.61,2765.0,535.0
DEMO-04557,10,post_monsoon,PFZ-03,Wadge Bank Special Zone,7.8386,77.1485,HBR-TUT,159.9,Pomfret,0,Hook & Line,Mechanized Trawler,14.8,9,27.82,1.21,1.38,9.1,S,5.2,98,8,High,22.8,726.08,5373.0,1039.0
DEMO-04558,6,monsoon,PFZ-02,Mangaluru Shelf Front,12.6812,74.3183,HBR-MNG,53.8,Pomfret,0,Trawl,Mechanized Trawler,12.5,17,29.14,0.6,1.68,23.0,E,31.2,89,1,High,19.5,764.43,1808.0,350.0
DEMO-04559,7,monsoon,PFZ-04,Coromandel South (Pondicherry Offshore),11.9057,80.1977,HBR-CHN,132.7,Kingfish,0,Hook & Line,Mechanized Trawler,12.0,12,29.62,0.83,1.99,16.6,S,3.7,72,1,Medium,13.1,456.32,4459.0,863.0
DEMO-04560,9,monsoon,PFZ-04,Coromandel South (Pondicherry Offshore),11.8232,80.1598,HBR-CHN,148.3,Mackerel,0,Trawl,Mechanized Trawler,10.5,6,29.22,0.92,2.53,31.5,NE,7.2,72,4,High,64.0,268.74,4983.0,964.0
DEMO-04561,12,post_monsoon,PFZ-02,Mangaluru Shelf Front,12.7069,74.2226,HBR-MNG,57.1,Sardine,0,Trawl,Mechanized Trawler,15.2,17,28.29,2.44,0.95,7.9,S,7.5,89,6,Medium,511.1,168.72,1919.0,371.0
DEMO-04562,5,pre_monsoon,PFZ-02,Mangaluru Shelf Front,12.7011,74.3254,HBR-MNG,59.4,Kingfish,1,Ring Seine,Mechanized Trawler,16.6,5,28.17,0.84,1.43,13.7,E,1.8,89,7,Medium,70.3,498.13,1996.0,386.0
DEMO-04563,6,monsoon,PFZ-05,Visakhapatnam Deep Front,17.4973,83.6544,HBR-VSK,51.6,Kingfish,0,Longline,Mechanized Trawler,15.3,17,28.56,1.59,1.46,33.9,E,6.7,87,3,Medium,43.4,480.51,1734.0,335.0
DEMO-04564,6,monsoon,PFZ-03,Wadge Bank Special Zone,7.8247,77.2364,HBR-TUT,149.3,Tuna,1,Trawl,Mechanized Trawler,14.6,17,28.16,1.53,1.53,20.3,E,5.9,98,13,High,140.0,354.65,5016.0,970.0
DEMO-04565,4,pre_monsoon,PFZ-05,Visakhapatnam Deep Front,17.462,83.6746,HBR-VSK,43.6,Tuna,1,Trawl,Mechanized Trawler,16.8,6,28.71,1.57,0.62,11.8,SE,9.6,87,8,High,235.7,384.27,1465.0,283.0
DEMO-04566,9,monsoon,PFZ-06,Veraval Saurashtra Bank,20.6184,70.1691,HBR-VER,37.9,Pomfret,1,Hook & Line,Mechanized Trawler,12.8,6,26.76,2.19,1.78,23.2,SW,7.0,91,9,High,14.8,773.59,1273.0,246.0
DEMO-04567,2,pre_monsoon,PFZ-06,Veraval Saurashtra Bank,20.6333,70.0806,HBR-VER,35.9,Pomfret,1,Hook & Line,Motorized,9.2,19,28.12,1.6,1.15,16.8,NE,6.8,91,9,High,11.6,740.0,754.0,233.0
DEMO-04568,1,post_monsoon,PFZ-03,Wadge Bank Special Zone,7.8237,77.2522,HBR-TUT,140.1,Kingfish,0,Longline,Mechanized Trawler,15.5,18,26.8,2.1,1.16,18.2,SW,7.3,98,8,Medium,76.6,490.7,4707.0,911.0
DEMO-04569,1,post_monsoon,PFZ-03,Wadge Bank Special Zone,7.816,77.1624,HBR-TUT,141.2,Sardine,0,Longline,Mechanized Trawler,11.4,7,28.3,1.88,0.75,10.3,S,4.1,98,18,Medium,203.7,172.37,4744.0,918.0
DEMO-04570,1,post_monsoon,PFZ-03,Wadge Bank Special Zone,7.7913,77.196,HBR-TUT,162.2,Tuna,1,Ring Seine,Mechanized Trawler,20.9,16,27.54,1.88,1.45,21.0,N,4.9,98,19,High,101.8,387.83,5450.0,1054.0
DEMO-04571,9,monsoon,PFZ-07,Ratnagiri Deep Shelf,16.8776,72.9298,HBR-MNG,481.9,Mackerel,1,Ring Seine,Mechanized Trawler,12.2,19,27.73,0.92,1.33,23.1,S,5.5,78,3,High,149.0,235.61,16192.0,3132.0
DEMO-04572,9,monsoon,PFZ-06,Veraval Saurashtra Bank,20.6373,70.0731,HBR-VER,38.1,Pomfret,1,Trawl,Motorized,9.3,8,27.69,1.94,1.82,21.6,S,21.8,91,6,High,17.3,713.96,800.0,248.0
DEMO-04573,12,post_monsoon,PFZ-05,Visakhapatnam Deep Front,17.5326,83.6753,HBR-VSK,52.5,Tuna,1,Hook & Line,Mechanized Trawler,14.1,5,29.3,1.39,1.42,15.5,NE,15.1,87,1,High,63.0,335.02,1764.0,341.0
DEMO-04574,9,monsoon,PFZ-01,Kochi Deep Offshore (Malabar),9.8501,75.5324,HBR-KOC,80.5,Tuna,1,Hook & Line,Mechanized Trawler,10.8,17,27.98,1.93,1.68,26.6,NW,3.6,94,9,High,46.8,373.78,2705.0,523.0
DEMO-04575,7,monsoon,PFZ-01,Kochi Deep Offshore (Malabar),9.8439,75.5247,HBR-KOC,80.2,Tuna,1,Trawl,Mechanized Trawler,12.9,15,29.45,2.06,2.3,17.8,SW,8.3,94,13,High,56.9,331.59,2695.0,521.0
DEMO-04576,7,monsoon,PFZ-07,Ratnagiri Deep Shelf,16.9189,72.8526,HBR-MNG,460.2,Mackerel,1,Gillnet,Mechanized Trawler,20.4,5,28.89,1.39,1.45,17.5,NE,8.9,78,2,High,112.4,243.66,15463.0,2991.0
DEMO-04577,12,post_monsoon,PFZ-02,Mangaluru Shelf Front,12.6843,74.3565,HBR-MNG,61.7,Kingfish,1,Longline,Mechanized Trawler,13.6,7,28.34,1.28,0.88,21.1,S,4.8,89,7,Medium,55.6,428.51,2073.0,401.0
DEMO-04578,7,monsoon,PFZ-03,Wadge Bank Special Zone,7.8734,77.144,HBR-TUT,160.7,Tuna,1,Ring Seine,Mechanized Trawler,14.1,5,27.83,1.91,1.09,21.5,NW,3.4,98,11,High,120.5,346.25,5400.0,1045.0
DEMO-04579,1,post_monsoon,PFZ-01,Kochi Deep Offshore (Malabar),9.9118,75.5797,HBR-KOC,76.2,Tuna,1,Ring Seine,Mechanized Trawler,11.8,18,28.25,1.22,1.15,16.8,SE,5.5,94,9,High,156.9,330.38,2560.0,495.0
DEMO-04580,11,post_monsoon,PFZ-02,Mangaluru Shelf Front,12.6899,74.3169,HBR-MNG,59.8,Kingfish,1,Trawl,Mechanized Trawler,19.2,4,27.44,1.65,1.47,13.6,SW,21.1,89,5,Medium,65.7,450.37,2009.0,389.0
DEMO-04581,1,post_monsoon,PFZ-03,Wadge Bank Special Zone,7.9277,77.1428,HBR-TUT,163.8,Tuna,1,Longline,Mechanized Trawler,14.6,10,26.41,2.16,1.59,21.6,NE,6.6,98,15,High,56.4,365.24,5504.0,1065.0
DEMO-04582,8,monsoon,PFZ-03,Wadge Bank Special Zone,7.7918,77.2607,HBR-TUT,163.5,Tuna,1,Longline,Mechanized Trawler,14.6,5,27.04,1.7,1.65,26.3,SW,6.6,98,15,High,76.5,323.76,5494.0,1063.0
